ID;MODEL;CONFIG.;NR.ROWS;NR.FANS;HE;GAMMA;ED_MODEL;ED_TYPE;FUNCTIONALITY;CONTROL;FAN_TYPE;FAN_MODEL;ADIABATIC;FLOW_RATE_DRAIN;QA_FR_REF;DP_FR_REF;QA_FIL_REF;DP_FIL_REF;QA_EXCH_REF;DP_EXCH_REF;KV_FRAME;KV_FILT;KV_EXCH;Q_MAN;DP_MAN;KV_MAN;QW_MIN;QW_MAX;DH_SENSORS;LENGTH;WIDTH;HEIGHT;DRY WEIGHT D|A;DRY WEIGHT S|H;OPER WEIGHT D|A;OPER WEIGHT S|H;DISTANCE_LONG;DISTANCE_SHORT;NOMINAL SPRAY ADIAB;NOMINAL SPRAY BOOSTER;AUTOFLOW;MIN DESIGN TEMPERATURE;MAX DESIGN TEMPERATURE;DESIGN PRESSURE C|S;TEST PRESSURE C|S;DESIGN PRESSURE D;TEST PRESSURE D;INTERNAL VOLUME PER UNIT;MANIFOLD SIZE;SPRAY SYS. NOZZLE;SPRAY SYS. PIPING;ADIABATIC SYS. FRAME;ADIABATIC SYS. COOLING PADS;SYSTEM - STRUCTURE;SYSTEM - LADDER & WALKWAY;UNIT FRAME MATERIAL;UNIT FRAME COATINGS;SYSTEM LADDER;SYSTEM HANDRAILS
396;4DK-YV-051_E4;series;1;5;P30AC-4R-32T-5540-2PA-128C;4DK;4DK-YV-051_E4;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.38;3714.8894;;2260.98;13.4222;0.071;50.3728;18.6119;76.4351;-0.3;6.91;1.204;3.361;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;210;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
397;4DK-YW-051_E4;parallel;1;5;P30AC-4R-32T-5540-2PA-128C;4DK;4DK-YW-051_E4;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.38;3714.8894;;2260.98;26.8445;0.284;50.3728;37.2238;216.191;1.6724;6.91;1.204;3.361;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;238;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
398;4DK-YS-051_E4;parallel;1;5;P30AC-4R-32T-5540-2PA-32C;4DK;4DK-YS-051_E4;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.44;3714.8894;;2259.91;30.8356;0.663;37.8701;9.30596;50.3994;1.4612;6.455;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;213;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
399;4DK-YP-052_E3;parallel;2;10;P30AC-3R-32T-5540-2PA-96C;4DK;4DK-YP-052_E3;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.39;3714.8894;;2580.67;46.6373;0.214;100.815;55.8358;377.155;1.4612;6.61;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;335;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
400;4DK-YD-052_E3;parallel;2;10;P30AC-3R-32T-5540-2PA-96C;4DK;4DK-YD-052_E3;D;D;Serial;EC;EBM_A3G800KU2103;4DK;80;18500;24.8;;;18500;51.39;3714.8894;;2580.67;80;0.631;100.711;55.8358;377.155;1.6724;6.52;2.312;3.151;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;335;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
401;4DK-YV-052_E3;series;2;10;P30AC-3R-32T-5540-2PA-96C;4DK;4DK-YV-052_E3;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.39;3714.8894;;2580.67;23.3186;0.054;100.347;27.9179;133.344;-0.3;6.91;2.312;3.361;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;372;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
402;4DK-YW-052_E3;parallel;2;10;P30AC-3R-32T-5540-2PA-96C;4DK;4DK-YW-052_E3;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.39;3714.8894;;2580.67;46.6373;0.214;100.815;55.8358;377.155;1.6724;6.91;2.312;3.361;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;390;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
403;4DK-YS-052_E3;parallel;2;10;P30AC-3R-32T-5540-2PA-24C;4DK;4DK-YS-052_E3;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.42;3714.8894;;2579.92;53.7186;0.503;75.7426;13.9589;75.7245;1.4612;6.455;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;342.4;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
404;4DK-YX-052_E3;parallel;2;10;P40AC-3R-24T-5540A-2,0PA-18C;4DK;4DK-YX-052_E3;X;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;66.94;3714.8894;;2200.04;55.5292;0.304;100.713;10.4692;124.969;1.4612;6.61;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;452.4;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
405;4DK-YP-052_E4;parallel;2;10;P30AC-4R-32T-5540-2PA-128C;4DK;4DK-YP-052_E4;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.38;3714.8894;;2260.98;53.689;0.284;100.746;74.4477;432.382;1.4612;6.61;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;415;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
406;4DK-YD-052_E4;parallel;2;10;P30AC-4R-32T-5540-2PA-128C;4DK;4DK-YD-052_E4;D;D;Serial;EC;EBM_A3G800KU2103;4DK;90;18500;24.8;;;18000;63.38;3714.8894;;2260.98;90;0.799;100.686;74.4477;432.382;1.6724;6.52;2.312;3.151;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;415;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
407;4DK-YV-052_E4;series;2;10;P30AC-4R-32T-5540-2PA-128C;4DK;4DK-YV-052_E4;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.38;3714.8894;;2260.98;26.8445;0.071;100.746;37.2238;152.87;-0.3;6.91;2.312;3.361;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;452;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
408;4DK-YW-052_E4;parallel;2;10;P30AC-4R-32T-5540-2PA-128C;4DK;4DK-YW-052_E4;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.38;3714.8894;;2260.98;53.689;0.284;100.746;74.4477;432.382;1.6724;6.91;2.312;3.361;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;470;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
409;4DK-YS-052_E4;parallel;2;10;P30AC-4R-32T-5540-2PA-32C;4DK;4DK-YS-052_E4;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.44;3714.8894;;2259.91;61.6713;0.663;75.7401;18.6119;100.799;1.4612;6.455;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;422;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
410;4DK-YP-061_E3;parallel;1;6;P30AC-3R-32T-6640-2PA-96C;4DK;4DK-YP-061_E3;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.5;3714.8894;;2577.91;28.8462;0.428;44.0926;27.9179;176.325;1.4866;7.71;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;190.6;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
411;4DK-YD-061_E3;parallel;1;6;P30AC-3R-32T-6640-2PA-96C;4DK;4DK-YD-061_E3;D;D;Serial;EC;EBM_A3G800KU2103;4DK;50;18500;24.8;;;18500;51.5;3714.8894;;2577.91;50;1.285;44.1081;27.9179;176.325;1.7418;7.636;1.204;3.195;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;190.6;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
412;4DK-YV-061_E3;series;1;6;P30AC-3R-32T-6640-2PA-96C;4DK;4DK-YV-061_E3;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.5;3714.8894;;2577.91;14.4231;0.107;44.0926;13.9589;62.3403;-0.35;8.011;1.204;3.406;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;190.6;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
413;4DK-YW-061_E3;parallel;1;6;P30AC-3R-32T-6640-2PA-96C;4DK;4DK-YW-061_E3;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.5;3714.8894;;2577.91;28.8462;0.428;44.0926;27.9179;176.325;1.7418;8.011;1.204;3.406;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;218.6;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
414;4DK-YS-061_E3;parallel;1;6;P30AC-3R-32T-6640-2PA-24C;4DK;4DK-YS-061_E3;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.5;3714.8894;;2577.91;24.7898;0.48;35.781;6.97947;34.5101;1.4866;7.555;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;193.4;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
415;4DK-YX-061_E3;parallel;1;6;P40AC-3R-24T-6640A-2,0PA-18C;4DK;4DK-YX-061_E3;X;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;67.09;3714.8894;;2197.57;33.6711;0.583;44.0984;5.2346;56.9352;1.4866;7.71;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;256.4;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
416;4DK-YP-061_E4;parallel;1;6;P30AC-4R-32T-6640-2PA-128C;4DK;4DK-YP-061_E4;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.53;3714.8894;;2258.31;33.2413;0.568;44.1066;37.2238;205.682;1.4866;7.71;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;238;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
417;4DK-YD-061_E4;parallel;1;6;P30AC-4R-32T-6640-2PA-128C;4DK;4DK-YD-061_E4;D;D;Serial;EC;EBM_A3G800KU2103;4DK;55;18500;24.8;;;18000;63.53;3714.8894;;2258.31;55;1.555;44.106;37.2238;205.682;1.7418;7.636;1.204;3.195;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;238;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
418;4DK-YV-061_E4;series;1;6;P30AC-4R-32T-6640-2PA-128C;4DK;4DK-YV-061_E4;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.53;3714.8894;;2258.31;16.6207;0.142;44.1066;18.6119;72.7195;-0.35;8.011;1.204;3.406;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;238;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
419;4DK-YW-061_E4;parallel;1;6;P30AC-4R-32T-6640-2PA-128C;4DK;4DK-YW-061_E4;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.53;3714.8894;;2258.31;33.2413;0.568;44.1066;37.2238;205.682;1.7418;8.011;1.204;3.406;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;266;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
420;4DK-YS-061_E4;parallel;1;6;P30AC-4R-32T-6640-2PA-32C;4DK;4DK-YS-061_E4;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.58;3714.8894;;2257.42;37.2677;1.084;35.7947;9.30596;46.4305;1.4866;7.555;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;241;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
421;4DK-YP-062_E3;parallel;2;12;P30AC-3R-32T-6640-2PA-96C;4DK;4DK-YP-062_E3;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.5;3714.8894;;2577.91;57.6923;0.428;88.1853;55.8358;352.65;1.4866;7.71;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;376.2;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
422;4DK-YD-062_E3;parallel;2;12;P30AC-3R-32T-6640-2PA-96C;4DK;4DK-YD-062_E3;D;D;Serial;EC;EBM_A3G800KU2103;4DK;100;18500;24.8;;;18500;51.5;3714.8894;;2577.91;100;1.285;88.2162;55.8358;352.65;1.7418;7.636;2.312;3.195;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;376.2;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
423;4DK-YV-062_E3;series;2;12;P30AC-3R-32T-6640-2PA-96C;4DK;4DK-YV-062_E3;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.5;3714.8894;;2577.91;28.8462;0.107;88.1853;27.9179;124.681;-0.35;8.011;2.312;3.405;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;376.2;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
424;4DK-YW-062_E3;parallel;2;12;P30AC-3R-32T-6640-2PA-96C;4DK;4DK-YW-062_E3;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.5;3714.8894;;2577.91;57.6923;0.428;88.1853;55.8358;352.65;1.7418;8.011;2.312;3.405;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;431.2;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
425;4DK-YS-062_E3;parallel;2;12;P30AC-3R-32T-6640-2PA-24C;4DK;4DK-YS-062_E3;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.5;3714.8894;;2577.91;49.5797;0.48;71.5621;13.9589;69.0201;1.4866;7.555;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;382.8;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
426;4DK-YX-062_E3;parallel;2;12;P40AC-3R-24T-6640A-2,0PA-18C;4DK;4DK-YX-062_E3;X;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;67.09;3714.8894;;2197.57;67.3421;0.583;88.1967;10.4692;113.87;1.4866;7.71;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;508.8;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
427;4DK-YP-062_E4;parallel;2;12;P30AC-4R-32T-6640-2PA-128C;4DK;4DK-YP-062_E4;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.53;3714.8894;;2258.31;66.4826;0.568;88.2133;74.4477;411.363;1.4866;7.71;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;471;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
428;4DK-YD-062_E4;parallel;2;12;P30AC-4R-32T-6640-2PA-128C;4DK;4DK-YD-062_E4;D;D;Serial;EC;EBM_A3G800KU2103;4DK;110;18500;24.8;;;18000;63.53;3714.8894;;2258.31;110;1.555;88.212;74.4477;411.363;1.7418;7.636;2.312;3.195;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;471;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
429;4DK-YV-062_E4;series;2;12;P30AC-4R-32T-6640-2PA-128C;4DK;4DK-YV-062_E4;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.53;3714.8894;;2258.31;33.2413;0.142;88.2133;37.2238;145.439;-0.35;8.011;2.312;3.405;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;471;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
430;4DK-YW-062_E4;parallel;2;12;P30AC-4R-32T-6640-2PA-128C;4DK;4DK-YW-062_E4;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.53;3714.8894;;2258.31;66.4826;0.568;88.2133;74.4477;411.363;1.7418;8.011;2.312;3.405;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;526;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
431;4DK-YS-062_E4;parallel;2;12;P30AC-4R-32T-6640-2PA-32C;4DK;4DK-YS-062_E4;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.58;3714.8894;;2257.42;74.5355;1.084;71.5893;18.6119;92.861;1.4866;7.555;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;478;DN150;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
432;4DK-YP-071_E3;parallel;1;7;P30AC-3R-32T-7740-2PA-96C;4DK;4DK-YP-071_E3;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.59;3714.8894;;2575.66;34.3686;0.607;44.1131;27.9179;165.784;1.4866;8.81;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;246.8;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
433;4DK-YD-071_E3;parallel;1;7;P30AC-3R-32T-7740-2PA-96C;4DK;4DK-YD-071_E3;D;D;Serial;EC;EBM_A3G800KU2103;4DK;55;18500;24.8;;;18500;51.59;3714.8894;;2575.66;55;1.555;44.106;27.9179;165.784;1.7858;8.752;1.204;3.297;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;246.8;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
434;4DK-YV-071_E3;series;1;7;P30AC-3R-32T-7740-2PA-96C;4DK;4DK-YV-071_E3;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.59;3714.8894;;2575.66;17.1843;0.152;44.0768;13.9589;58.6135;-0.35;9.157;1.204;3.507;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;246.8;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
435;4DK-YW-071_E3;parallel;1;7;P30AC-3R-32T-7740-2PA-96C;4DK;4DK-YW-071_E3;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.59;3714.8894;;2575.66;34.3686;0.607;44.1131;27.9179;165.784;1.7858;9.157;1.204;3.507;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;292.8;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
436;4DK-YS-071_E3;parallel;1;7;P30AC-3R-32T-7740-2PA-48C;4DK;4DK-YS-071_E3;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.61;3714.8894;;2575.16;36.7569;1.054;35.8029;13.9589;88.0463;1.4866;8.655;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;250;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
437;4DK-YX-071_E3;parallel;1;7;P40AC-3R-24T-7740A-2,0PA-36C;4DK;4DK-YX-071_E3;X;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;67.17;3714.8894;;2196.27;37.5972;0.726;44.1253;10.4692;145.368;1.4866;8.81;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;321;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
438;4DK-YP-071_E4;parallel;1;7;P30AC-4R-32T-7740-2PA-128C;4DK;4DK-YP-071_E4;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.66;3714.8894;;2256;39.7196;0.811;44.1056;37.2238;195.947;1.4866;8.81;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;302;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
439;4DK-YD-071_E4;parallel;1;7;P30AC-4R-32T-7740-2PA-128C;4DK;4DK-YD-071_E4;D;D;Serial;EC;EBM_A3G800KU2103;4DK;65;18500;24.8;;;18000;63.66;3714.8894;;2256;65;2.171;44.1147;37.2238;195.947;1.7858;8.752;1.204;3.297;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;302;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
440;4DK-YV-071_E4;series;1;7;P30AC-4R-32T-7740-2PA-128C;4DK;4DK-YV-071_E4;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.66;3714.8894;;2256;19.8598;0.203;44.0785;18.6119;69.2777;-0.35;9.157;1.204;3.507;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;302;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
441;4DK-YW-071_E4;parallel;1;7;P30AC-4R-32T-7740-2PA-128C;4DK;4DK-YW-071_E4;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.66;3714.8894;;2256;39.7196;0.811;44.1056;37.2238;195.947;1.7858;9.157;1.204;3.507;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;348;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
442;4DK-YS-071_E4;parallel;1;7;P30AC-4R-32T-7740-2PA-64C;4DK;4DK-YS-071_E4;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.63;3714.8894;;2256.53;42.3225;1.398;35.7946;18.6119;109.952;1.4866;8.655;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;305;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
443;4DK-YP-072_E3;parallel;2;14;P30AC-3R-32T-7740-2PA-96C;4DK;4DK-YP-072_E3;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.59;3714.8894;;2575.66;68.7372;0.607;88.2262;55.8358;331.568;1.4866;8.81;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;486.6;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
444;4DK-YD-072_E3;parallel;2;14;P30AC-3R-32T-7740-2PA-96C;4DK;4DK-YD-072_E3;D;D;Serial;EC;EBM_A3G800KU2103;4DK;110;18500;24.8;;;18500;51.59;3714.8894;;2575.66;110;1.555;88.212;55.8358;331.568;1.7858;8.752;2.312;3.297;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;486.6;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
445;4DK-YV-072_E3;series;2;14;P30AC-3R-32T-7740-2PA-96C;4DK;4DK-YV-072_E3;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.59;3714.8894;;2575.66;34.3686;0.152;88.1536;27.9179;117.227;-0.35;9.157;2.312;3.507;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;486.6;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
446;4DK-YW-072_E3;parallel;2;14;P30AC-3R-32T-7740-2PA-96C;4DK;4DK-YW-072_E3;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.59;3714.8894;;2575.66;68.7372;0.607;88.2262;55.8358;331.568;1.7858;9.157;2.312;3.507;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;576.6;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
447;4DK-YS-072_E3;parallel;2;14;P30AC-3R-32T-7740-2PA-48C;4DK;4DK-YS-072_E3;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.61;3714.8894;;2575.16;73.5138;1.054;71.6058;27.9179;176.093;1.4866;8.655;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;494;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
448;4DK-YX-072_E3;parallel;2;14;P40AC-3R-24T-7740A-2,0PA-36C;4DK;4DK-YX-072_E3;X;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;67.17;3714.8894;;2196.27;75.1944;0.726;88.2505;20.9384;290.736;1.4866;8.81;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;636;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
449;4DK-YP-072_E4;parallel;2;14;P30AC-4R-32T-7740-2PA-128C;4DK;4DK-YP-072_E4;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.66;3714.8894;;2256;79.4392;0.811;88.2113;74.4477;391.894;1.4866;8.81;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;597;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
450;4DK-YD-072_E4;parallel;2;14;P30AC-4R-32T-7740-2PA-128C;4DK;4DK-YD-072_E4;D;D;Serial;EC;EBM_A3G800KU2103;4DK;130;18500;24.8;;;18000;63.66;3714.8894;;2256;130;2.171;88.2294;74.4477;391.894;1.7858;8.752;2.312;3.297;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;597;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
