ID;MODEL;CONFIG.;NR.ROWS;NR.FANS;HE;GAMMA;ED_MODEL;ED_TYPE;FUNCTIONALITY;CONTROL;FAN_TYPE;FAN_MODEL;ADIABATIC;FLOW_RATE_DRAIN;QA_FR_REF;DP_FR_REF;QA_FIL_REF;DP_FIL_REF;QA_EXCH_REF;DP_EXCH_REF;KV_FRAME;KV_FILT;KV_EXCH;Q_MAN;DP_MAN;KV_MAN;QW_MIN;QW_MAX;DH_SENSORS;LENGTH;WIDTH;HEIGHT;DRY WEIGHT D|A;DRY WEIGHT S|H;OPER WEIGHT D|A;OPER WEIGHT S|H;DISTANCE_LONG;DISTANCE_SHORT;NOMINAL SPRAY ADIAB;NOMINAL SPRAY BOOSTER;AUTOFLOW;MIN DESIGN TEMPERATURE;MAX DESIGN TEMPERATURE;DESIGN PRESSURE C|S;TEST PRESSURE C|S;DESIGN PRESSURE D;TEST PRESSURE D;INTERNAL VOLUME PER UNIT;MANIFOLD SIZE;SPRAY SYS. NOZZLE;SPRAY SYS. PIPING;ADIABATIC SYS. FRAME;ADIABATIC SYS. COOLING PADS;SYSTEM - STRUCTURE;SYSTEM - LADDER & WALKWAY;UNIT FRAME MATERIAL;UNIT FRAME COATINGS;SYSTEM LADDER;SYSTEM HANDRAILS
249;LDK-YX-5E33;parallel;1;5;P40AC-3R-56T-9290A-2,3PA-056C;LDK;LDK-YX-5E33;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.6012;;;74995;68.006;;;9094.08;;;;19.903;146.358;;9.76;2.21;2.9;3720;4030;4470;4790;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;750;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
250;LDK-YX-5E34;parallel;1;5;P40AC-3R-56T-9290A-2,3PA-042C;LDK;LDK-YX-5E34;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.606;;;74995;68.03;;;9092.47;;;;14.9272;110.984;;9.76;2.21;2.9;3720;4030;4470;4790;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;750;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
251;LDK-YX-5E41;parallel;1;5;P40AC-4R-56T-9290A-2,3PA-224C;LDK;LDK-YX-5E41;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6396;;;74995;88.198;;;7985.52;;;;79.612;490.187;;9.76;2.21;2.9;4150;4460;5120;5440;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;970;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
252;LDK-YX-5E42;parallel;1;5;P40AC-4R-56T-9290A-2,3PA-112C;LDK;LDK-YX-5E42;C|S;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6464;;;74995;88.232;;;7983.98;;;;39.806;368.765;;9.76;2.21;2.9;4150;4460;5120;5440;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;970;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
253;LDK-YX-5E43;parallel;1;5;P40AC-4R-56T-9290A-2,3PA-075C;LDK;LDK-YX-5E43;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.656;;;74995;88.28;;;7981.81;;;;26.6558;193.892;;9.76;2.21;2.9;4150;4460;5120;5440;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;942;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
254;LDK-YX-5E44;parallel;1;5;P40AC-4R-56T-9290A-2,3PA-056C;LDK;LDK-YX-5E44;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6644;;;74995;88.322;;;7979.91;;;;19.903;147.271;;9.76;2.21;2.9;4150;4460;5120;5440;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;942;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
255;LDK-YX-5E52;parallel;1;5;P40AC-5R-56T-9290A-2,3PA-140C;LDK;LDK-YX-5E52;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.6956;;;74995;108.478;;;7200.48;;;;49.7575;418.013;;9.76;2.21;2.9;4600;4910;5790;6110;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;1190;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
256;LDK-YX-5E53;parallel;1;5;P40AC-5R-56T-9290A-2,3PA-094C;LDK;LDK-YX-5E53;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7108;;;74995;108.554;;;7197.96;;;;33.4086;237.461;;9.76;2.21;2.9;4600;4910;5790;6110;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;1162;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
257;LDK-YX-5E54;parallel;1;5;P40AC-5R-56T-9290A-2,3PA-070C;LDK;LDK-YX-5E54;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7232;;;74995;108.616;;;7195.9;;;;24.8787;182.427;;9.76;2.21;2.9;4600;4910;5790;6110;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;1162;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
258;LDK-YX-6E31;parallel;1;6;P40AC-3R-56T-11160A-2,3PA-168C;LDK;LDK-YX-6E31;C|D;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;245.4;74995;13.5924;;;74995;67.962;;;9097.02;;;;59.709;428.395;;11.63;2.21;2.9;4390;4740;5370;5730;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;884;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
259;LDK-YX-6E32;parallel;1;6;P40AC-3R-56T-11160A-2,3PA-084C;LDK;LDK-YX-6E32;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.5964;;;74995;67.982;;;9095.68;;;;29.8545;275.516;;11.63;2.21;2.9;4390;4740;5370;5730;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;884;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
260;LDK-YX-6E33;parallel;1;6;P40AC-3R-56T-11160A-2,3PA-056C;LDK;LDK-YX-6E33;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.6012;;;74995;68.006;;;9094.08;;;;19.903;132.827;;11.63;2.21;2.9;4390;4740;5370;5730;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;884;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
261;LDK-YX-6E34;parallel;1;6;P40AC-3R-56T-11160A-2,3PA-042C;LDK;LDK-YX-6E34;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.606;;;74995;68.03;;;9092.47;;;;14.9272;100.352;;11.63;2.21;2.9;4390;4740;5370;5730;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;884;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
262;LDK-YX-6E41;parallel;1;6;P40AC-4R-56T-11160A-2,3PA-224C;LDK;LDK-YX-6E41;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6396;;;74995;88.198;;;7985.52;;;;79.612;473.155;;11.63;2.21;2.9;4900;5250;6140;6500;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;1148;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
263;LDK-YX-6E42;parallel;1;6;P40AC-4R-56T-11160A-2,3PA-112C;LDK;LDK-YX-6E42;C|S;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6464;;;74995;88.232;;;7983.98;;;;39.806;342.872;;11.63;2.21;2.9;4900;5250;6140;6500;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;1148;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
264;LDK-YX-6E43;parallel;1;6;P40AC-4R-56T-11160A-2,3PA-075C;LDK;LDK-YX-6E43;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.656;;;74995;88.28;;;7981.81;;;;26.6558;176.093;;11.63;2.21;2.9;4900;5250;6140;6500;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;1148;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
265;LDK-YX-6E44;parallel;1;6;P40AC-4R-56T-11160A-2,3PA-056C;LDK;LDK-YX-6E44;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6644;;;74995;88.322;;;7979.91;;;;19.903;133.294;;11.63;2.21;2.9;4900;5250;6140;6500;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;1148;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
266;LDK-YX-6E52;parallel;1;6;P40AC-5R-56T-11160A-2,3PA-140C;LDK;LDK-YX-6E52;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.6956;;;74995;108.478;;;7200.48;;;;49.7575;393.139;;11.63;2.21;2.9;5440;5790;6940;7300;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;1410;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
267;LDK-YX-6E53;parallel;1;6;P40AC-5R-56T-11160A-2,3PA-094C;LDK;LDK-YX-6E53;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7108;;;74995;108.554;;;7197.96;;;;33.4086;216.191;;11.63;2.21;2.9;5440;5790;6940;7300;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;1410;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
268;LDK-YX-6E54;parallel;1;6;P40AC-5R-56T-11160A-2,3PA-070C;LDK;LDK-YX-6E54;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7232;;;74995;108.616;;;7195.9;;;;24.8787;165.392;;11.63;2.21;2.9;5440;5790;6940;7300;0.99;1.5;63;;;-40;90;16;24;1.5;2.2;1410;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
269;LDK-YX-7E31;parallel;1;7;P40AC-3R-56T-13030A-2,3PA-168C;LDK;LDK-YX-7E31;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;262.7;74995;13.5924;;;74995;67.962;;;9097.02;;;;59.709;408.82;;13.5;2.21;2.9;5050;5460;6070;6490;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1016;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
270;LDK-YX-7E32;parallel;1;7;P40AC-3R-56T-13030A-2,3PA-084C;LDK;LDK-YX-7E32;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.5964;;;74995;67.982;;;9095.68;;;;29.8545;256.125;;13.5;2.21;2.9;5050;5460;6070;6490;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1016;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
271;LDK-YX-7E33;parallel;1;7;P40AC-3R-56T-13030A-2,3PA-056C;LDK;LDK-YX-7E33;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.6012;;;74995;68.006;;;9094.08;;;;19.903;122.284;;13.5;2.21;2.9;5050;5460;6070;6490;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1016;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
272;LDK-YX-7E34;parallel;1;7;P40AC-3R-56T-13030A-2,3PA-042C;LDK;LDK-YX-7E34;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.606;;;74995;68.03;;;9092.47;;;;14.9272;92.4643;;13.5;2.21;2.9;5050;5460;6070;6490;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1016;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
273;LDK-YX-7E41;parallel;1;7;P40AC-4R-56T-13030A-2,3PA-224C;LDK;LDK-YX-7E41;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6396;;;74995;88.198;;;7985.52;;;;79.612;457.47;;13.5;2.21;2.9;5650;6060;6970;7400;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1324;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
274;LDK-YX-7E42;parallel;1;7;P40AC-4R-56T-13030A-2,3PA-112C;LDK;LDK-YX-7E42;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6464;;;74995;88.232;;;7983.98;;;;39.806;321.536;;13.5;2.21;2.9;5650;6060;6970;7400;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1324;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
275;LDK-YX-7E43;parallel;1;7;P40AC-4R-56T-13030A-2,3PA-075C;LDK;LDK-YX-7E43;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.656;;;74995;88.28;;;7981.81;;;;26.6558;162.355;;13.5;2.21;2.9;5650;6060;6970;7400;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1324;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
276;LDK-YX-7E44;parallel;1;7;P40AC-4R-56T-13030A-2,3PA-056C;LDK;LDK-YX-7E44;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6644;;;74995;88.322;;;7979.91;;;;19.903;122.707;;13.5;2.21;2.9;5650;6060;6970;7400;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1324;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
277;LDK-YX-7E52;parallel;1;7;P40AC-5R-56T-13030A-2,3PA-140C;LDK;LDK-YX-7E52;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.6956;;;74995;108.478;;;7200.48;;;;49.7575;372.034;;13.5;2.21;2.9;6280;6690;7910;8340;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1632;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
278;LDK-YX-7E53;parallel;1;7;P40AC-5R-56T-13030A-2,3PA-094C;LDK;LDK-YX-7E53;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7108;;;74995;108.554;;;7197.96;;;;33.4086;200.114;;13.5;2.21;2.9;6280;6690;7910;8340;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1632;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
279;LDK-YX-7E54;parallel;1;7;P40AC-5R-56T-13030A-2,3PA-070C;LDK;LDK-YX-7E54;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7232;;;74995;108.616;;;7195.9;;;;24.8787;152.285;;13.5;2.21;2.9;6280;6690;7910;8340;0.99;1.5;77.5;;;-40;90;16;24;1.5;2.2;1632;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
280;LDK-ZX-3E31;parallel;1;3;P40AC-3R-56T-5550A-2,3PA-168C;LDK;LDK-ZX-3E31;C|D;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;167.8;74995;20.4204;74995;34.14;74995;67.962;;12835.1;9097.02;;;;59.709;505.804;;6.02;3.04;3.04;3150;3200;4370;4430;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;482;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
281;LDK-ZX-3E32;parallel;1;3;P40AC-3R-56T-5550A-2,3PA-084C;LDK;LDK-ZX-3E32;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;20.4244;74995;34.14;74995;67.982;;12835.1;9095.68;;;;29.8545;369.357;;6.02;3.04;3.04;3150;3200;4370;4430;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;482;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
282;LDK-ZX-3E33;parallel;1;3;P40AC-3R-56T-5550A-2,3PA-056C;LDK;LDK-ZX-3E33;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;20.4292;74995;34.14;74995;68.006;;12835.1;9094.08;;;;19.903;190.58;;6.02;3.04;3.04;3150;3200;4370;4430;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;482;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
283;LDK-ZX-3E34;parallel;1;3;P40AC-3R-56T-5550A-2,3PA-042C;LDK;LDK-ZX-3E34;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;20.434;74995;34.14;74995;68.03;;12835.1;9092.47;;;;14.9272;144.457;;6.02;3.04;3.04;3150;3200;4370;4430;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;482;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
284;LDK-ZX-3E36;parallel;1;3;P40AC-3R-56T-5550A-2,3PA-028C;LDK;LDK-ZX-3E36;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;20.434;74995;34.14;74995;68.03;;12835.1;9092.47;;;;9.9515;78.0859;;6.02;3.04;3.04;3150;3200;4370;4430;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;482;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
285;LDK-ZX-3E41;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-224C;LDK;LDK-ZX-3E41;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;24.4676;74995;34.14;74995;88.198;;12835.1;7985.52;;;;79.612;529.781;;6.02;3.04;3.04;5410;3460;4760;4820;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
286;LDK-ZX-3E42;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-112C;LDK;LDK-ZX-3E42;C|S;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;24.4744;74995;34.14;74995;88.232;;12835.1;7983.98;;;;39.806;441.36;;6.02;3.04;3.04;5410;3460;4760;4820;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
287;LDK-ZX-3E43;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-075C;LDK;LDK-ZX-3E43;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;24.484;74995;34.14;74995;88.28;;12835.1;7981.81;;;;26.6558;248.319;;6.02;3.04;3.04;5410;3460;4760;4820;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
288;LDK-ZX-3E44;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-056C;LDK;LDK-ZX-3E44;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;24.4924;74995;34.14;74995;88.322;;12835.1;7979.91;;;;19.903;192.069;;6.02;3.04;3.04;5410;3460;4760;4820;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
289;LDK-ZX-3E46;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-037C;LDK;LDK-ZX-3E46;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;24.4924;74995;34.14;74995;88.322;;12835.1;7979.91;;;;13.1502;102.833;;6.02;3.04;3.04;5410;3460;4760;4820;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
290;LDK-ZX-3E48;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-028C;LDK;LDK-ZX-3E48;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;24.4924;74995;34.14;74995;88.322;;12835.1;7979.91;;;;9.9515;66.3195;;6.02;3.04;3.04;5410;3460;4760;4820;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
291;LDK-ZX-3E52;parallel;1;3;P40AC-5R-56T-5550A-2,3PA-140C;LDK;LDK-ZX-3E52;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;28.5236;74995;34.14;74995;108.478;;12835.1;7200.48;;;;49.7575;482.844;;6.02;3.04;3.04;3680;3730;5130;5180;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;744;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
292;LDK-ZX-3E53;parallel;1;3;P40AC-5R-56T-5550A-2,3PA-094C;LDK;LDK-ZX-3E53;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;28.5388;74995;34.14;74995;108.554;;12835.1;7197.96;;;;33.4086;303.124;;6.02;3.04;3.04;3680;3730;5130;5180;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;744;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
293;LDK-ZX-3E54;parallel;1;3;P40AC-5R-56T-5550A-2,3PA-070C;LDK;LDK-ZX-3E54;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;28.5512;74995;34.14;74995;108.616;;12835.1;7195.9;;;;24.8787;234.753;;6.02;3.04;3.04;3680;3730;5130;5180;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;744;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
294;LDK-ZX-3E56;parallel;1;3;P40AC-5R-56T-5550A-2,3PA-046C;LDK;LDK-ZX-3E56;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;28.5532;74995;34.14;74995;108.626;;12835.1;7195.57;;;;16.3489;127.483;;6.02;3.04;3.04;3680;3730;5130;5180;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;744;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
295;LDK-ZX-3E58;parallel;1;3;P40AC-5R-56T-5550A-2,3PA-035C;LDK;LDK-ZX-3E58;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;28.6016;74995;34.14;74995;108.868;;12835.1;7187.57;;;;12.4394;82.878;;6.02;3.04;3.04;3680;3730;5130;5180;0.16;1.5;33;46.5;Flow # 3;-40;90;16;24;1.5;2.2;744;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
296;LDK-ZX-4E31;parallel;1;4;P40AC-3R-56T-7420A-2,3PA-168C;LDK;LDK-ZX-4E31;C|D;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;199.4;74995;20.4204;74995;34.14;74995;67.962;;12835.1;9097.02;;;;59.709;476.091;;7.89;3.04;3.04;4080;4140;5680;5750;0.16;1.5;46.5;63;Flow # 4;-40;90;16;24;1.5;2.2;590;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
297;LDK-ZX-4E32;parallel;1;4;P40AC-3R-56T-7420A-2,3PA-084C;LDK;LDK-ZX-4E32;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;20.4244;74995;34.14;74995;67.982;;12835.1;9095.68;;;;29.8545;329.785;;7.89;3.04;3.04;4080;4140;5680;5750;0.16;1.5;46.5;63;Flow # 4;-40;90;16;24;1.5;2.2;590;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
298;LDK-ZX-4E33;parallel;1;4;P40AC-3R-56T-7420A-2,3PA-056C;LDK;LDK-ZX-4E33;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;20.4292;74995;34.14;74995;68.006;;12835.1;9094.08;;;;19.903;164.686;;7.89;3.04;3.04;4080;4140;5680;5750;0.16;1.5;46.5;63;Flow # 4;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
299;LDK-ZX-4E34;parallel;1;4;P40AC-3R-56T-7420A-2,3PA-042C;LDK;LDK-ZX-4E34;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;20.434;74995;34.14;74995;68.03;;12835.1;9092.47;;;;14.9272;124.716;;7.89;3.04;3.04;4080;4140;5680;5750;0.16;1.5;46.5;63;Flow # 4;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
300;LDK-ZX-4E36;parallel;1;4;P40AC-3R-56T-7420A-2,3PA-028C;LDK;LDK-ZX-4E36;C;A|H;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;20.434;74995;34.14;74995;68.03;;12835.1;9092.47;;;;9.9515;66.4966;;7.89;3.04;3.04;4080;4140;5680;5750;0.16;1.5;46.5;63;Flow # 4;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;AISI304;CoolPad;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
